name,birth,incoming_links,outgoing_links,page,latitude,longitude,births,id
Leo Strauss, (1899–1973),Oakeshott:Gierke:Lucretius:Spengler:Cassirer:Abarbanel:Al Farabi:Löwith:Aristotle:Dubnow:Kojève:Collingwood:Buber:Shestov:Barth:Thucydides:Tocqueville:Grene:Guttmann:Winckelmann:Comte:Riezler:Saadia Gaon:Heidegger:Leibowitz:Locke:Massignon:Talmud:Cassuto:Otto:Mendelssohn:Lessing:Durkheim:Reinhardt:Nietzsche:Hegel:Voegelin:al-Razi:Klein:Daube:Livy:Philo:Tacitus:Zeller:Barker:Spinoza:Rosenzweig:More:Glatzer:Hebrew Bible:Scholem:Kant:Maimonides:Cicero:Talmon:Plato:Aquinas:Founding Fathers:Altmann:Xenophon:Schmitt:Weber:Halevi:Hobbes:Socrates:Rousseau:Avicenna:Machiavelli:Husserl:Aristophanes:Montesquieu:Tawney:Goethe:Jacobi:Ebbinghaus:Cohen:Krauss:,Pangle:Wolfowitz:Wolin:Stoner:Lilla:Gildin:Blumenberg:Thomas:Fortin:Kojève:Kennington:Galston:Grant:Catherine Zuckert:Orwin:Liu:Riezler:Rorty:Pippin:Anastaplo:Goldwin:Davis:Bénéton:Harold Bloom:Gottfried:Ryn:Cropsey:Banfield:Arkes:Brann:Motzkin:Mansfield:Jonas:Mahdi:Arnhart:West:Kristol:Voegelin:Shell:Storing:Adler:Husain:Schall:Bellow:fr:Dry:Lefort:Michael Zuckert:Franco:Cantor:Butterworth:Allan Bloom:Meier:Masters:Rosen:Scholem:Velkley:Aron:Burger:Steiner:Manent:Pocock:Dannhauser:Fackenheim:Shulsky:Benjamin:Levin:Jaffa:Hitchens:Gan:Brague:Schmitt:Lerner:Pines:Drury:Anderson:Speier:Parens:Smith:Scruton:Berkowitz:de:Kinzel:Mendes-Flohr:Gadamer:Fukuyama:Benedict XVI:Lacan:McKeon:Momigliano:Bluhm:Tarcov:Berns:Hassner:Nussbaum:Hancock:Lampert:Žižek:Benardete:Novak:,/wiki/Leo_Strauss,50.817,8.917,AD 1899-09-20 00:00:00,482
Chekhov,,,Lev Shestov:,/wiki/Anton_Chekhov,47.217,38.917,AD 1860-01-29 00:00:00,483
Marquis de Lafayette,,,John Henry Newman:,"/wiki/Gilbert_du_Motier,_Marquis_de_Lafayette",45.1594,3.5811,AD 1757-09-06 00:00:00,484
Ernest Nagel, (1901–1985),John Dewey:Morris Raphael Cohen:Rudolf Carnap:,D. Hofstadter:H. Kyburg:M. Bunge:I. Levi:P. Suppes:,/wiki/Ernest_Nagel,48.75472,17.83083,AD 1901-11-16 00:00:00,485
Christian Hermann Weisse, (1801–1866),Georg Wilhelm Friedrich Hegel:Immanuel Hermann Fichte:Friedrich Wilhelm Joseph Schelling:,Hermann Lotze:,/wiki/Christian_Hermann_Weisse,51.333,12.383,AD 1801-08-10 00:00:00,486
Shelly Kagan,,,Derek Parfit:,/wiki/Shelly_Kagan,,,AD 1956-01-01 00:00:00,487
Christian Wolff (philosopher), (1679–1754),Zhu Xi:Gottfried Wilhelm Leibniz:Ehrenfried Walther von Tschirnhaus:Wang Yangming:René Descartes:Confucius:Baruch Spinoza:,Arthur Schopenhauer:de:Immanuel Kant:Johann Heinrich Samuel Formey:Søren Kierkegaard:Georg Friedrich Meier:Johann Peter Reusch:Georg Bernhard Bilfinger:Mikhail Lomonosov:Anton Wilhelm Amo:Johann Christoph Gottsched:Johannes Nikolaus Tetens:Emer de Vattel:Moses Mendelssohn:Alexander Gottlieb Baumgarten:Martin Knutzen:Adam Weishaupt:Michael Christoph Hanow:,/wiki/Christian_Wolff_(philosopher),51.11,17.0325,AD 1679-01-24 00:00:00,488
Ibn Barrajan,,,Ibn Arabi:,/wiki/Ibn_Barrajan,37.3833,-5.9965,FILL,489
Luis de Molina, (1535–1600),Augustine of Hippo:Thomas Aquinas:,Alvin Plantinga:William Lane Craig:Western Theology:,/wiki/Luis_de_Molina,40.067,-2.15,AD 1535-09-29 00:00:00,490
Muhammad Iqbal, (1877–1938),Jami:Syed Mir Hassan:Sayyid Ali Hujwiri:Thomas Walker Arnold:Abd al-Karīm al-Jīlī:Bismil Azimabadi:Henri Bergson:Mir Sayyid Ali Hamadani:Johann Wolfgang von Goethe:Vladimir Lenin:Friedrich Nietzsche:Rumi:,Muhammad Ali Jinnah:Abul A'la Maududi:Ale Ahmed Suroor:Syed Jawad Naqvi:Dewan Mohammad Azraf:Muhammad Ishaq Madni:Pakistan Movement:Faiz Ahmed Faiz:Fateh Muhammad Malik:Khushwant Singh:Israr Ahmed:Ali Shariati:Islamic Republic of Pakistan:Muhammad Asad:,/wiki/Muhammad_Iqbal,32.4925,74.53111,AD 1877-11-09 00:00:00,491
Daube,,,Leo Strauss:,/wiki/David_Daube,47.995,7.85,AD 1909-02-08 00:00:00,492
Alfred Ayer, (1910–1989),Immanuel Kant:Vienna Circle:Karl Popper:Ludwig Wittgenstein:Bertrand Russell:Voltaire:David Hume:,Mihailo Marković:Peter Strawson:Peter Unger:Ted Honderich:R. M. Hare:,/wiki/Alfred_Ayer,51.50722,-0.1275,AD 1910-10-29 00:00:00,493
Jean-Jacques Rousseau,,,Louis Althusser:,/wiki/Jean-Jacques_Rousseau,46.20167,6.14694,AD 1712-06-28 00:00:00,494
